neg,neu,pos,compound,line
0.0,1.0,0.0,0.0,very cheaply made.
0.0,1.0,0.0,0.0,"2) the body construction - buttons, casing, etc, are too plastic."
0.0,0.455,0.545,0.7184,the g2 was better in this respect.
0.0,1.0,0.0,0.0,it had a heavier and more sturdy casing.
0.0,0.706,0.294,0.3612,"despite these grieps, i still recommend the camera."
0.0,0.625,0.375,0.8553,love it more and more i used a canon powershot s20 for about 2.5 years and loved it!
0.215,0.785,0.0,-0.6697,"there were a few flaws that i learned to deal with and took thousands of pictures around the world, losing a few that i really regretted."
0.057,0.943,0.0,-0.0857,"canon was an obvious choice, but i did not want to limit my decision, so started researching all brands that would take my microdrives."
0.0,1.0,0.0,0.0,"i researched, held, tested, and observed 3 different brands."
0.0,0.654,0.346,0.5719,"needless to say, the canon won, hands down."
0.0,0.682,0.318,0.4199,this camera performs like i can not believe!
0.0,0.849,0.151,0.6468,"i bought it for my trip to beunos aires, and also used it at the iguazu falls, and could not have asked for more perfect performance!"
0.0,0.895,0.105,0.25,"it was too new to have learned much about the advanced features, so i generally used the auto mode."
0.0,0.616,0.384,0.6105,"this camera is worth every penny, and i highly recommend it!"
0.0,1.0,0.0,0.0,another point of note: the battery life is incredible!
0.18,0.82,0.0,-0.296,"i did not have a backup battery, and had no need for one."
0.0,0.892,0.108,0.3182,"i did have ability to charge it every night, so don't know how long it would have actually gone before dying."
0.0,1.0,0.0,0.0,this camera will stay with me for years!
0.0,1.0,0.0,0.0,the last digital camera i'll buy i've been looking to buy a digital camera for a long time and v = finally decided that now was the time.
0.0,1.0,0.0,0.0,"after a lot of research, i decided on the g3."
0.0,0.68,0.32,0.5093,am i ever glad that i decided on this camera!
0.0,0.748,0.252,0.7227,"i've only had it a week, but so far, everything about this camera is making me happy."
0.091,0.909,0.0,-0.2263,forget the fact that it'll probably take me a year to figure out all the features this camera has to offer.
0.0,1.0,0.0,0.0,i've been able to change modes on this thing without even looking at the manual.
0.0,1.0,0.0,0.0,very intuitive menus are a big plus on this camera.
0.153,0.847,0.0,-0.3818,"i charged it up the day i got it, took a bunch of pictures and i don't think the battery indicator has budged from fully charged."
0.0,0.842,0.158,0.4471,the standard battery include with the g3 is a camcorder battery that will allow me to take pictures all day without worrying about charging.
0.113,0.722,0.165,0.25,i was worried about this after seeing a friend change batteries on his olympus after about 20-30 pictures.
0.0,0.76,0.24,0.6249,"the optical zoom is awesome, and the viewfinder reflects the settings of the zoom."
0.0,1.0,0.0,0.0,"one little minor flaw with this camera is that the lens is visible in the viewfinder, but does not detract from the image at all."
0.0,0.884,0.116,0.6369,"as i said, this is the last digital camera i'll buy, and if you are in the market one, my advice is to buy the best thing you can afford and keep it forever."
0.044,0.903,0.053,0.09,"these things may get a lot better in the future, but from what i've seen in the last few years, the technology for digital cameras isn't advancing at the pace of pc's, phones and hard drives."
0.0,0.585,0.415,0.7964,the best 4 megapixel/4x optical zoom camera available and fairly easy to use.
0.0,0.323,0.677,0.2716,highly recommended.
0.0,1.0,0.0,0.0,"for more info on digital cameras, go to dpreviews."
0.0,1.0,0.0,0.0,boxy?
0.121,0.659,0.22,0.4215,no -- gorgeous you can read the other reviews for specs and performance opinions.
0.0,0.603,0.397,0.836,"i was perfectly happy with my g2, so why did i trade up to the g3?"
0.0,0.506,0.494,0.5994,because this camera is beautiful.
0.0,0.838,0.162,0.235,the g2 was slightly curvy with a champagne finish -- very homely.
0.0,0.682,0.318,0.4199,the g3 looks like a work of art!
0.0,0.662,0.338,0.8481,"its silver magnesium finish is stunning, and the sharp lines and excellent grip are better than any other camera i've seen."
0.0,1.0,0.0,0.0,"the little digital elphs were the best-designed, most-elegant cameras until the g3 came along and squashed them."
0.0,0.79,0.21,0.4927,very good choice in it's price range this is my first digital camera.
0.0,0.653,0.347,0.4927,i am very pleased with it so far.
0.0,1.0,0.0,0.0,i wanted something that is able to take high quality photos but not be so bulky that i would wind up leaving it at home all the time.
0.0,0.413,0.587,0.6901,this seemed like a really good compromise.
0.0,0.822,0.178,0.7717,"i compared it to the olympus c5050z, the sony dcs-f 717 and the nikon 5700.  based on the cameras features and about dozen online reviews, this one seemed like the best all round deal."
0.428,0.572,0.0,-0.4585,it is not perfect though.
0.0,0.872,0.128,0.4215,here are the shortcomings i have noticed so far:  it would have been a much easier choice if this were 5mp camera.
0.0,1.0,0.0,0.0,you can see the lens barrel in the view-finder.
0.113,0.722,0.165,0.25,"(i knew this before hand, and it is not that bad) there is no tiff format."
0.0,0.741,0.259,0.4215,that would be a nice compromise between jpeg and raw.
0.114,0.653,0.233,0.4404,"to save a picture as raw, you have to have the display on, this seems like a waste of battery power."
0.13,0.87,0.0,-0.4005,it seems to me that after the focus and metering are complete there is quite a lag before the shutter?
0.0,1.0,0.0,0.0,trips.
0.0,1.0,0.0,0.0,(again this is my first digital camera and maybe that is just how they all are.)
0.099,0.901,0.0,-0.296,for those of you using a mac in os x+ there is no twain utility to download your pics directly into photoshop.
0.0,1.0,0.0,0.0,it is very simple to import via iphoto 2 and then move them to photoshop.
0.0,0.808,0.192,0.7346,"i have not spent much time with the included software, so i don't know what to say about it other than it seems ok.  i am quite happy with the camera."
0.0,0.838,0.162,0.4019,it comes with a clearly written manual and the learning curve is not too too steep.
0.0,0.435,0.565,0.6369,"yes, i recommend it over the competition."
0.0,0.241,0.759,0.9274,best of the best best camera ever.
0.0,1.0,0.0,0.0,"from the image quality, color, function, i can say almost everything."
0.0,0.874,0.126,0.3182,"this camera has a cool stitch pictures feature, to find out more just log on to canon's website."
0.0,1.0,0.0,0.0,i had an olympus digital camera before and it was nothing compared to this.
0.0,1.0,0.0,0.0,"for those of you who already bought this camera, i suggest you buy a hi-ti dye-sub photo printer."
0.0,0.925,0.075,0.0772,you'll take more pics i don't write many reviews but i'm compelled to do so with this camera.
0.0,0.791,0.209,0.4404,"first and foremost, it will take better pic's than most film camera's."
0.0,0.69,0.31,0.5423,save them on computer and print out just the ones who want.
0.306,0.694,0.0,-0.296,duplicates are a no brainer and cheap.
0.305,0.695,0.0,-0.6901,no more wasted time and money developing rolls of pic's for just a couple of keepers.
0.134,0.61,0.256,0.4588,crop and enlarge the best at practically no extra cost or time.
0.0,0.797,0.203,0.4215,"the technology is finally here folks, to make your photo life easier."
0.0,0.594,0.406,0.6249,a great new use for that underutilized computer.
0.0,1.0,0.0,0.0,a digital camera will stay at home if its a hassle to use.
0.247,0.753,0.0,-0.7845,"poor quality pics, short battery life, slow time consuming uploads and printing will ruin the digital camera experience and keep you buying film."
0.0,1.0,0.0,0.0,this camera has none of these flaws and will be something you'll use all the time.
0.0,1.0,0.0,0.0,"my wife shuns all new technology and compained when i brought this home, but now she's forever asking for the digital camera."
0.076,0.791,0.133,0.2023,"and i let my kids shoot as many pics as they want, let them review them on the camera and just print the good ones (which are not many)."
0.0,1.0,0.0,0.0,get the canon 850 printer and an ex flash.
0.0,1.0,0.0,0.0,"in short, i have a new slr with an expensive lens and several film point and shoots."
0.0,1.0,0.0,0.0,i haven't used any of them since i got the g3.
0.0,1.0,0.0,0.0,"unless your a professional, now you will need only one camera."
0.0,1.0,0.0,0.0,this one.
0.0,0.717,0.283,0.836,"excellent camera i spent a lot of time comparing different cameras, and i realized that there is not such thing as the best digital camera."
0.0,0.756,0.244,0.4404,you can always spend more money to get a better one.
0.0,0.748,0.252,0.5719,"however, for a $ 600 - $ 800 budget, i think this camera is an excellent choice."
0.0,0.617,0.383,0.9039,"it has a beautiful design, lots of features, very easy to use, very configurable and customizable, and the battery duration is amazing!"
0.129,0.766,0.105,-0.1531,"also, the display is "" hinged "" and it can be placed in a myriad of positions, or to protect it against any damage."
0.0,0.2,0.8,0.6114,excellent idea!
0.271,0.729,0.0,-0.7717,"one bad thing is that it comes with a pitiful 32mb compactflash card, and for most purposes, it is not enough."
0.0,1.0,0.0,0.0,"however, it seems that this is the general rule for most digital cameras."
0.0,0.868,0.132,0.4404,another good thing is that this camera seems to introduce much less noise in dark places than others i've seen.
0.0,1.0,0.0,0.0,cannon i have owned this camera for a short time and wouldn't give it up for anything.
0.0,0.625,0.375,0.6369,it surpasses my greatest expectations in a 4mp camera..
0.0,0.843,0.157,0.4215,powerful product bought this product about a month ago and have used it in a variety of situations.
0.0,0.643,0.357,0.6124,in general it is easy to use and well laid out.
0.119,0.696,0.186,0.1847,for '' cool factor '' buffs it looks and feels like a small plastic brick brick and doesn't have any wow factor.
0.0,0.782,0.218,0.6478,it makes up for this by being extremely easy to use with well laid out controls that can be learned quickly.
0.0,0.873,0.127,0.4939,the g3 has most if not all of the features that you would want from a semi-pro / pro slr with a good range of manual options for those who know something about photography.
0.156,0.708,0.137,-0.1027,"in the hands of someone who doesn't, it will yield good results on idiot program / auto mode."
0.058,0.886,0.055,-0.0284,"my wife, who has never used a camera before, picked it up and soon got the hang of the fact that if you don't like what you have created you just delete and try again."
0.0,0.842,0.158,0.4926,the photos she took are better than the results i got from my nikon slr and range of lenses!
0.0,0.874,0.126,0.3818,this is a big plus for those who a shifting to digital and the g3's large mobile screen helps with this.
0.316,0.684,0.0,-0.5719,negative points:  the included memory card is too small.
0.0,0.826,0.174,0.2263,"go out and get a 256meg card, it's worth the expense."
0.0,1.0,0.0,0.0,it is made of plastic.
0.0,0.894,0.106,0.3612,"for those who are used to brass cameras that can be dropped, picking up a camera like the g3 is an unnerving experience."
0.163,0.667,0.17,0.0258,"this is by no means unique to this model, i'm sure."
0.0,0.821,0.179,0.5859,the zoom lens unit feels fragile and it is worth buying a good camera bag if you are going put to carry it round a lot.
0.0,1.0,0.0,0.0,this is not a handbag camera.
0.156,0.844,0.0,-0.2584,"while light, it will not easily go in small handbags or pockets."
0.0,1.0,0.0,0.0,the function lever - the one which switches between capture and view mode feels fragile.
0.119,0.881,0.0,-0.3182,"flash - as with all built-in flashes in small cameras, you get overilluminated main subjects with depth being lost."
0.0,0.802,0.198,0.5719,the g3 has a shoe which will take other powerful (and expensive) canon flashes that will allow bounce and reflected flash photography.
0.171,0.829,0.0,-0.5423,the strap is horrible and gets in the way of parts of the camera you need access to.
0.0,0.847,0.153,0.4404,"if you can afford this camera, you can afford to get a better strap elsewhere - a very minor quibble."
0.0,0.734,0.266,0.4404,good points:  the functionality on this camera is mind-blowing.
0.0,0.861,0.139,0.4404,canon have packed a lot in here and the options and controls are easy to use and logically laid out.
0.0,1.0,0.0,0.0,learning how to use it will not take very long.
0.0,0.519,0.481,0.5719,the image quality is excellent.
0.0,0.72,0.28,0.765,"messing around with images in photoshop (a supplied software package) and printing them on a good printer, yielded excellent results."
0.0,0.759,0.241,0.4902,"unless you are making posters, a g3 is more than good enough."
0.134,0.794,0.072,-0.1779,range of functions - as indicated above - it has something for everyone: point and shoot power plus advanced functions for those who are serious about photography.
0.0,0.839,0.161,0.3182,please note that this is the first digital camera i have owned or used.
0.0,1.0,0.0,0.0,a lot of my opinions are more relevant for those who are switching from film.
0.122,0.777,0.101,-0.1192,i did extensive research before chosing the g3 but there's nothing like picking one up and playing with it first.
0.0,0.811,0.189,0.6369,best camera i've used this is by far the finest camera in its price and category i have ever used.
0.0,1.0,0.0,0.0,it is also one of the few electronic items that works right out of the box.
0.102,0.593,0.305,0.7003,the macro works great for medical photographs and the auto mode is terrific for point and shoot.
0.0,0.739,0.261,0.8126,this camera is closest to perfect than any otherdigicam this camera is closest to perfect than any other digicam that is 4-5 megapixel.
0.0,1.0,0.0,0.0,beats that sony f717; its archrival.
0.07,0.728,0.202,0.6111,i'm glad canon decided to keep the 4mp resolution and improved upon it with new technology;  i can't fit all that resolution (4mp = 2272x 1704 resol.)
0.0,1.0,0.0,0.0,in my 19in flat monitor (1200x1024 resol.)
0.0,1.0,0.0,0.0,anyways.
0.0,0.813,0.187,0.3182,please go to read dpreview.com and you'll get the complete story.
0.0,1.0,0.0,0.0,my story is based on personal usage.
0.123,0.852,0.025,-0.805,"yes there is a corner lens barrel distortion (i don't like it too but no harm done since i always use the camea lcd screen to see exactly what i'm going to get) in the viewfinder when you don't zoom (when you zoom the lens distortion goes away), canon knows this and engineered it that way to minimize the parallax phenomenon; that is what lmost exactly ot the picture."
0.0,0.844,0.156,0.4497,moving the viewfinder elsewhere on the camera will remove the lens distortion but increase the parallax phenomenon.
0.0,1.0,0.0,0.0,the distortion is not a flaw.
0.112,0.837,0.05,-0.3818,"as with taking digital pictures, i notice other people including myself have errors on their compactflash which results in certain shots being partially taken or lost - this is an issue that seems to effect compactflash and other digicam brand."
0.0,1.0,0.0,0.0,i've haven't heard about a diagnos or fix for this.
0.0,0.695,0.305,0.6588,"in terms of the shots taken, this camera is insanely great!"
0.0,0.855,0.145,0.5267,the pictures are fabulous and their is a (short) learning curve to it; there are tons of features i haven't even gotten to.
0.0,0.87,0.13,0.2023,"in terms of the important accessories, i got myself an the extra litium battery."
0.0,1.0,0.0,0.0,"based on my used, 1 full charge was enough for at least 255 shots."
0.026,0.974,0.0,-0.1027,i also got myself a 512mb viking compact flash (enough for 255 shots at full 4mp resolution and max picture quality) and a used $ 250 3lb subnotebook with usb connection and tons of hard drive space for long trips so i can verify what i've taken and that subnotebook also saves me from having to buy extra compactflash.
0.282,0.682,0.036,-0.8519,the compact flash is delicate and i hate to swap it in fear on the connetions (camera and cf) bending (can lead to cf erros) or losing it.
0.0,0.744,0.256,0.4767,"anyways, canon has improved upon the g2 with this g3."
0.0,0.208,0.792,0.5859,it's a winner.
0.0,0.828,0.172,0.4404,"i've been pleased with the picture quality and durability in snow, car, boat and wind."
0.0,0.813,0.187,0.8062,my only suggestion is to get a lens protector to help protect the shooting lens (the lens coating will wear out after so many clean wipes) and i'm getting the those (52 mm adapter and uv lens filter) at lensmateonline.com.
0.0,0.704,0.296,0.6369,they got the best lens adapter for the g3-better than canon's.
0.0,0.463,0.537,0.7003,that's what i did and hopes this helps.
0.0,1.0,0.0,0.0,canon g3 review / response / recommendation the camera's a work of art / science -- that's understood.
0.0,0.551,0.449,0.6908,"it takes great pictures, operates quickly, and feels solid."
0.122,0.762,0.115,-0.079,"to address two previous somewhat negative reviews: (1) yes, the lens barrel does obstruct part of the lower left corner in the lens viewfinder; however, the lcd viewfinder is rather stunning and i find myself rarely using the lens viewfinder."
0.0,1.0,0.0,0.0,"(2) there are, actually, several differences between the g2 and g3, such as differences in continuous shooting, the optical lens, the control layout, playback zoom, image processing, and so on."
0.0,0.909,0.091,0.1779,"beware you see, i can't rank the product since the merchant that amazon is collaborating with (j and r camera.)"
0.0,0.775,0.225,0.4404,to bring us consumers better choices never sent me the product.
0.0,0.918,0.082,0.1779,"although you may think you're dealing with amazon, you're dealing with some second rate store that you've never heard of."
0.0,1.0,0.0,0.0,"after charging my card for the camera and for expedited shipping, 5 business days later, they still hadn't shipped the product."
0.0,1.0,0.0,0.0,"i called them twice and both times they said it is "" about to ship ""."
0.0,1.0,0.0,0.0,"one of the calls was on a saturday and when i pressed the guy a bit, he said, "" actually we don't ship on saturdays ""."
0.0,1.0,0.0,0.0,so why lie about it?
0.0,1.0,0.0,0.0,so i finally gave them a deadline which they said they could meet.
0.0,0.87,0.13,0.2732,"although they accepted that they will ship on mon - 6 jan, they still didn't ship it."
0.0,1.0,0.0,0.0,"they said it is in stock, but they are "" too busy ""."
0.0,0.757,0.243,0.4389,"they weren't busy enough to charge the credit card, though!"
0.079,0.86,0.061,-0.128,"although i tried contacting amazon to see if they can do anything, the replies i got were inept as if they hadn't taken time to read the complaint."
0.5,0.5,0.0,-0.25,i cancelled the order.
0.0,0.707,0.293,0.4404,hope to get my refund in a timely manner.
0.226,0.298,0.476,0.3968,"thanks for nothing, amazon!"
0.0,1.0,0.0,0.0,major design flaw this camera has a major design flaw.
0.087,0.913,0.0,-0.2732,when you look through the viewfinder (not the lcd) the bottom left corner of the picture (about 15%) is blocked by the lens.
0.209,0.791,0.0,-0.4404,i called the canon technical service center to see if i had a defective camera.
0.0,0.952,0.048,0.1027,"after about a minute of trying to tell me that most people use the lcd and not the view finder, they finally admitted, it was a design flaw in the camera."
0.0,0.594,0.406,0.6249,everything else about the camera is great.
0.0,0.834,0.166,0.4201,"if you strictly use the lcd and not the view finder, i highly recommend the camera."
0.106,0.894,0.0,-0.3818,"however for me, i occasionally use the view finder and trying to frame in a picture with the lens blocking the view is too much."
0.184,0.816,0.0,-0.4019,i'm sending mine back and am waiting for the problem to be corrected.
0.0,0.896,0.104,0.6369,"i love it more the longer i own it i've been using a powershot s330 for nearly a year, and wanted to upgrade to a 4 or 5 megapixel camera with a longer zoom, more adjustability, a hot shoe for an external flash, and a remote control."
0.0,0.89,0.11,0.5563,"i looked at both the nikon coolpix 5700 and the canon g3, and decided on the g3 due both to ergonomics (much more comfortable to hold and use) and the price."
0.0,1.0,0.0,0.0,i've had the camera for about two weeks and shot hundreds of pictures so far.
0.0,0.653,0.347,0.4927,"and so far, i've been very pleased."
0.0,0.939,0.061,0.144,"there's a noticeable difference in the quality of a 4 megapixel image versus the 2 megapixels of the s330, especially if you want to crop and enlarge the pictures."
0.078,0.815,0.107,0.2023,"the larger lens of the g3 gives better picture quality in low light, and the 4-times optical zooms gets you just that much closer."
0.0,0.549,0.451,0.6249,the moveable lcd screen is great.
0.129,0.761,0.11,0.0772,"you can take pictures with the camera held above your head, way down, or beside you with no problem, allowing you to position the camera for the best shot without contorting yourself."
0.0,0.866,0.134,0.5719,"the tiny (postage-stamp sized) remote unit is wonderful: not only does it trigger the shutter, it can also be used to zoom and review pictures."
0.0,0.806,0.194,0.7579,"i also purchased a good sturdy tripod: the combination of the new camera, tripod and remote control enabled me to take some remarkable indoor, natural-light portraits i never would have attempted before."
0.036,0.75,0.214,0.9274,"the hot shoe flash attachment allowed me to buy and use a sophisticated flash unit:  i chose the canon speedlite 420.  this has made the greatest difference in the quality of my photographs: the built-in flash on any of these cameras gives you flat photos, red-eye, and annoying shadows; a good add-on flash unit can be bounced off the ceiling or wall for pleasing, almost-natural lighting."
0.0,0.905,0.095,0.5499,"i needed three batteries to keep myself going with the s330, but the battery in the g3 is a real powerhouse:  i shot over 300 photos at my goddaughter's birthday party without switching out to my backup battery."
0.032,0.968,0.0,-0.1027,"the g3 has a different type of battery charging system from the smaller canon cameras: the battery needs to be charged while in the camera, but the charging system also enables you to use the camera while plugged in without running down the battery."
0.0,0.832,0.168,0.7227,"i have yet to try using all of the adjustment options: shutter priority, aperature priority, light metering adjustments, etc., but all controls are well thought out and and the manual is relatively clear."
0.0,0.887,0.113,0.5106,"you can use this camera right out of the box on the automatic setting, or slowly get comfortable with the manual settings and what they can do."
0.0,1.0,0.0,0.0,negatives?
0.11,0.765,0.125,0.079,"i've been bothered by blown-out highlights on the s330, and the g3 seems to do only slightly better."
0.116,0.884,0.0,-0.3612,(i'm starting to think that this may just be one of the weaknesses of all digital photography at this level.)
0.182,0.818,0.0,-0.5994,"the on-off button feels somewhat flimsy, and has an awkward, tiny little lock-out button that needs to be depressed to turn on the camera."
0.148,0.852,0.0,-0.5106,"and the body / construction in general has quite a bit of plastic, a disappointment after the stainless steel heft of the s330."
0.0,1.0,0.0,0.0,"i bought a 512 mb card, which seems to hold about 400 photos at the highest resolution."
0.216,0.784,0.0,-0.5267,"i was worried that 4 megapixel photos would download more slowly, but there's no difference in working with the files."
0.0,0.873,0.127,0.4939,i have a 120 gb remote drive i use to store my digital images:  i can imagine that they'd fill up my ibook's internal memory pretty quickly.
0.133,0.867,0.0,-0.4449,"at the same time i purchased this camera i also bought adobe's photoshop elments 2.0 software, and can't praise it highly enough."
0.0,1.0,0.0,0.0,"if you're investing in a camera at this level, buy this software!"
0.0,0.877,0.123,0.4215,"and as i said in my review of the s330, all of these digital cameras are easier to use with apple computers."
0.046,0.954,0.0,-0.0772,"the bottom line: if you're serious about your digital photography, or been bitten with the bug after using a digital point-and-shoot, this may be just the camera for you."
0.0,0.877,0.123,0.4497,but make sure to buy a tripod and separate flash unit at the same time: you'll see the difference in your photos immediately.
0.0,0.834,0.166,0.4927,added 2-24.  i've now had the camera for two months and i'm even more pleased with it.
0.0,1.0,0.0,0.0,i wound up buying a gray card and use it all the time with the custom white-balance setting.
0.251,0.615,0.133,-0.3182,"it helps avoid the problem of a color cast on the pictures, especially in mixed-light settings."
0.0,1.0,0.0,0.0,"if you don't have a gray card, you can use a plain white piece of paper."
0.0,1.0,0.0,0.0,"i also discovered the exposure-bracket setting, which enables you to take three exposures with one press of the shutter: the first at the camera-determined exposure, then one lighter and one darker."
0.0,0.653,0.347,0.4927,especially useful with portraits and difficult-to-meter situations.
0.0,1.0,0.0,0.0,i did buy the telephoto lens (and the required extension).
0.0,0.484,0.516,0.4927,very easy to use.
0.0,1.0,0.0,0.0,"i'll probably also get the wide-angle now, too."
0.0,0.578,0.422,0.8991,"very comfortable camera, easy to use, and the best digital photos you're going to get at this price."
0.0,0.856,0.144,0.6369,best non-slr digital camera under 5 megapixels i've been using the g3 for about six weeks and it has proven itself to be all that it's advertised.
0.052,0.858,0.09,0.4019,"after doing a hands-on comparison between the nikon coolpix 5700 and sony dsc-f 717 (both of which lack the quality, feel, or features of the g3), i ultimately chose the g3 because of its outstanding image quality (resolution and coloration are superior)."
0.0,0.898,0.102,0.3612,"it beats the competition in almost every area including battery life, enthusiast features, external flash capabilities, available storage types, image formats, and more."
0.091,0.909,0.0,-0.1761,this is a camera you will need to study and use in order to fully exploit its many features.
0.0,0.887,0.113,0.4235,"it can be a point-and-shoot camera, but if you do not intend to "" get into "" it's finer features, i'd suggest a less enthusiast featured choice."
0.116,0.64,0.244,0.4939,"all-in-all, i believe this is arguably the best non-slr digital camera on the market."
0.0,0.777,0.223,0.9217,"the best so far the canon g3 improves in almost all ways on the g1 and g2 before it, and in fact beats the nikon coolpix 5000 in performance (picture quality and battery life) -- which is amazing because the 5000 is a 5 megapixel camera and the canon is a 4 megapixel camera."
0.0,0.633,0.367,0.7003,canon's optics are better and i believe their processing algorithms are also better.
0.0,0.781,0.219,0.6369,"simply, the canon g3 is the best digital camera out there today at this price point."
0.0,0.916,0.084,0.3182,"the canon allows you to change lenses, and it accepts the ibm microdrive (type ii compact flash), so you can have up to 1 gigabyte of storage."
0.0,0.94,0.06,0.1027,for me on the fine resolution setting (not maximum but very close) this adds up to over 1000 images with the 1 gig card.
0.0,0.873,0.127,0.4404,the battery life of this camera is twice that of the nikon 5000 and is better than anything else i've seen.
0.0,1.0,0.0,0.0,"the only minor nits i have with the camera are it is fairly boxy looking, it needs a wrist strap instead of a neck strap, and it is a bit slow between shots."
0.0,0.769,0.231,0.6369,"even with these shortcomings, i still think it is the best digital camera available under $ 1200."
0.0,0.519,0.481,0.9022,the best 4mp compact digital available this camera is perfect for an enthusiastic amateur photographer.
0.0,1.0,0.0,0.0,"the pictures are razor-sharp, even in macro."
0.0,0.671,0.329,0.5994,it is small enough to fit easily in a coat pocket or purse.
0.0,0.831,0.169,0.2584,it is light enough to carry around all day without bother.
0.046,0.813,0.141,0.5016,"operating its many features is easy and often obvious - i'm no annie lebovitz, but i was able to figure out most of its abilities just messing around with it at a camera store."
0.0,0.847,0.153,0.2023,the manual does a fine job filling in any blanks that remain.
0.0,0.786,0.214,0.81,"the auto-focus performs well, but i love having the 12 optional scene modes - they are dummy-proof, and correspond to many situations in which i would actually seek to use the camera."
0.0,1.0,0.0,0.0,"comes with a 16 mb compact flash and one rechargable battery the charging unit, included, is fast and small."
0.0,0.815,0.185,0.4902,"i bought a 256 mb cf and a second battery, so it's good to go on a long vacation."
0.0,0.247,0.753,0.7269,i enthusiastically recommend this camera.
0.0,0.879,0.121,0.5719,"perfect to grow into i got my camera three days back, and although i had some experience with digital cameras prior to purchasing this one, i still rate myself as a beginner."
0.0,0.711,0.289,0.7269,i bought this camera because it fit my budget and the pre-production and production model reviews were positive.
0.0,0.508,0.492,0.7769,"it's easy to use, and yet very feature rich."
0.0,0.775,0.225,0.7264,"in the auto mode it functions basically as a point and click, the scene modes are very easy to use and produce good results."
0.0,0.795,0.205,0.5574,the manual mode is feature rich and i can't wait to get the hang of it.
0.0,0.884,0.116,0.4391,"the macro mode is exceptional, the pictures are very clear and you can take the pictures with the lens unbelievably close the subject."
0.0,0.928,0.072,0.4927,"the battery life is very good, i got about 90 minutes with the lcd turned on all the time, the first time around, and i have been using it with the lcd off every now and then, and have yet needed to recharge it."
0.0,0.933,0.067,0.2023,"the camera comes with a lexar 16mb starter card, which stores about 10 images in fine mode at the highest resolution, i intend to buy a bigger card soon."
0.0,0.202,0.798,0.836,near perfection i love photography.
0.194,0.806,0.0,-0.34,i had an older camera that was simply a point and shoot camera.
0.0,0.801,0.199,0.7717,"i needed something with more power, so i bought a nikon coolpix 4300.  i fell in love with this camera, it combines ease of use, with an immense amount of options and power."
0.0,0.917,0.083,0.2023,"you can use the scene modes, or fine tune the options, i. you can change the iso level, shutter speed, etc."
0.0,0.769,0.231,0.4215,"this camera is ideal for people who want more power, but don't want to spend 1000s dollars on a camera."
0.135,0.865,0.0,-0.2584,not too excited i bought coolpix 4300 two months after i had bought canon powershot s400.
0.345,0.655,0.0,-0.5773,it was not easy sharing one with my teen age kid.
0.0,1.0,0.0,0.0,the two cameras are very similar in functionality and pricing.
0.495,0.505,0.0,-0.5994,i've had no problem with canon whatsoever.
0.0,0.917,0.083,0.4404,"with nikon, although picture qualities are as good as any other 4 mp cameras, i've had the following headaches;  1. pictures won't transfer to pc directly from the camera using the included transfer cable."
0.114,0.886,0.0,-0.4767,"i did everything i could, and it took many days of frustration before concluding that the only way to transfer to pc is with the card reader."
0.0,1.0,0.0,0.0,card reader is included.
0.0,1.0,0.0,0.0,"2. the speed is noticeably slower than canon, especially so with flashes on."
0.13,0.87,0.0,-0.2732,"3. with low battery, it twice wiped out the entire pictures in the memory chip."
0.0,0.846,0.154,0.3724,i used lexar 256 mb and i still use it which means nothing is wrong with lexar.
0.115,0.656,0.229,0.2716,be very careful when the battery is low and make sure to carry extra batteries.
0.0,0.664,0.336,0.7964,"only "" cons "" here the other reviewers have clearly pointed all the good things about this camera, which i do agree."
0.0,0.883,0.117,0.3919,"but there are certain issues might be they are to me here - all of them are minor; not major ones though,."
0.0,0.894,0.106,0.1695,this camera keeps on autofocussing in auto mode with a buzzing sound which can't be stopped.
0.048,0.854,0.098,0.3167,"would be really good if they have given an option to stop this autofocussing.. if you want to have the date; time on the image, its only through their software "" nikon view "" which reads the images date; time from the images meta-data."
0.0,1.0,0.0,0.0,so if you use your card reader; copy images - you got to onceagain open them through their software to put the date; time.
0.063,0.937,0.0,-0.4005,"in that too, there isn't a direct way to add date; time - you got to say ' print images ' to a different directory in which there is an option to specify the date; time.. even the slightest of the shakes totally distorts your image."
0.355,0.645,0.0,-0.412,images taken indoor weren't so clear.
0.0,0.87,0.13,0.2732,you got to have flash ' on ' to get it eventhough your room is well lit.
0.428,0.572,0.0,-0.4576,lens cap is a really annoying.
0.0,0.8,0.2,0.3612,go; get a high speed like lexar 12x or higher cf card.
0.0,0.907,0.093,0.3995,"else with simpler viking cf cards, it takes couple of seconds to write a picture with approximately "" fine **"" picture quality  "" image size: 1600.. the movie clips taken will always have some ' noise ' in it - you can't avoid that."
0.0,0.527,0.473,0.9126,but overall this is a good camera with a ' really good ' picture clarity; an exceptional close-up shooting capability.
0.0,1.0,0.0,0.0,i would rate this is 4.5 stars picture quality; image size defined above are specific to nikon coolpix.
0.383,0.617,0.0,-0.7351,"bad service within a year, there are problems with my menu dial knob."
0.0,1.0,0.0,0.0,it became stucked which makes it almost impossible to switch between modes.
0.162,0.838,0.0,-0.4019,"i send my camera to nikon for servicing, took them a whole 6 weeks to diagnose the problem."
0.341,0.659,0.0,-0.8313,"worse of all, they claim that it's some kind of internal damage and refuse to cover the cost via warranty!"
0.123,0.877,0.0,-0.1027,they wouldn't repair my camera unless if i pay $ 100 for parts?
